Title,Description,Language,Badges,Stars
functional-objc,Functional operators for Objective-C,Objective-C,"functional,objective-c,operators",340
tsunami-security-scanner-plugins,This project aims to provide a central repository for many useful Tsunami Security Scanner plugins.,Java,,792
gf180mcu-pdk,PDK for GlobalFoundries' 180nm MCU bulk process technology (GF180MCU).,Makefile,"asic,eda,pdk,openroad,180nm,globalfoundries,gf180mcu",169
compile-testing,Testing tools for javac and annotation processors,Java,,627
globalfoundries-pdk-libs-gf180mcu_fd_sc_mcu7t5v0,7 track standard cells for GF180MCU provided by GlobalFoundries.,Verilog,"asic,eda,pdk,openroad,180nm,standard-cells,globalfoundries",15
globalfoundries-pdk-libs-gf180mcu_fd_sc_mcu9t5v0,9 track standard cells for GF180MCU provided by GlobalFoundries.,Verilog,"asic,eda,pdk,openroad,180nm,standard-cells,globalfoundries",14
tamperchrome,Tamper Dev is an extension that allows you to intercept and edit HTTP/HTTPS requests and responses as they happen without the need of a proxy. Works across all operating systems (including Chrome OS).,TypeScript,"debugging,security,extension,web",4041
prefab,Prefab is a tool for generating build system integrations for prebuilt C/C++ libraries.,Kotlin,,138
modernstorage,ModernStorage is a group of libraries that provide an abstraction layer over storage on Android to simplify its interactions,Kotlin,"storage,mediastore,storage-access-framework,android,kotlin",1100
radium,,HTML,,4
TestParameterInjector,A simple yet powerful parameterized test runner for Java.,Java,"testing,junit4,junit5,parameterized-tests,java",305
gofuzz,Fuzz testing for go.,Go,,1314
libcppbor,,C++,,5
bamboo-soy,An intellij plugin supporting Closure Template language (Soy),Java,"intellij-plugin,closure-templates,intellij,soy",44
k8s-digester,"Add digests to container and init container images in Kubernetes pod and pod template specs. Use either as a mutating admission webhook, or as a client-side KRM function with kpt or kustomize.",Go,"go,docker,gcp,google-cloud-platform,container-registry,kpt,google-kubernetes-engine",59
AndroidForegroundCompat,Backported view foreground support for Android 5.0+,Java,"android,android-library",62
incremental-dom,An in-place DOM diffing library,TypeScript,,3474
digitalassetlinks,,PureBasic,,68
vscode-bigquery,A Visual Studio Code plugin for running BigQuery queries.,TypeScript,"bigquery,extension,sql,vscode",128
psp,,C,,207
traceur-compiler,Traceur is a JavaScript.next-to-JavaScript-of-today compiler,JavaScript,,8176
greasy,,Shell,,3
marzipano,A 360° media viewer for the modern web.,JavaScript,,1694
libhidtelephony,,TypeScript,,6
python-temescal,Python control for LG speaker systems,Python,,17
airdialogue,,Python,,37
referring-manipulation,,Python,,9
gnostic-models,,Go,,5
aistreamer,Google AIStreamer,C++,,127
trimmed_match,This Python library implements Trimmed Match for analyzing randomized paired geo experiments and also implements Trimmed Match Design for designing randomized paired geo experiments.,Python,"causal-inference,abtest,experimental-design,robust-statistics,iroas,geo-experiments",37
skywater-pdk-libs-sky130_fd_pr_reram,SKY130 ReRAM and examples (SkyWater Provided),Apache-2.0,"asic,eda,silicon,ngspice,xyce,pdk,openroad",22
vscode-zxdb,,TypeScript,,3
data-pills,,Jupyter Notebook,,12
corpuscrawler,Crawler for linguistic corpora,Python,"crawling,linguistics,corpus-linguistics,corpus-builder,minority-language",156
sample-sql-translator,,Python,,32
gfbuild-SPIRV-Tools,A set of scripts for building SPIRV-Tools for the GraphicsFuzz project,Shell,,8
moodle-on-gcp,,Shell,,15
google-drive-proxy,"Google Drive Proxy is a Windows service that provides a simpler interface to the Google Drive API for other applications. It transparently handles authentication, synchronization and managing a cache of downloaded files.",C#,,77
google-drive-shell-extension,Google Drive Shell Extension is a Shell Namespace Extension for Microsoft Windows. It creates a virtual folder on My Computer that allows the user to interact with his Google Drive account transparently through Windows Explorer.,C++,,145
chive-prosody,Audio samples accompanying publications related to CHiVE prosody models.,HTML,,2
built_value.dart,"Immutable value types, enum classes, and serialization.",Dart,,805
peoplemath,Web application for team planning,TypeScript,,107
cloud-forensics-utils,Python library to carry out DFIR analysis on the Cloud,Python,,325
typograms,,JavaScript,,18
go-replayers,,Go,,337
s2a-go,,Go,,9
flogger,A Fluent Logging API for Java,Java,logging,1403
brain_autorl,,Python,,20
snappy,A fast compressor/decompressor,C++,,5371
ink-stroke-modeler,C++ library for beautifully smoothing freehand (touch/stylus/pointer) input.,C++,,18
shopping-markup,Data driven insights for retailers.,Python,"google,google-merchant,data-studio-dashboard",33
gwtmockito,Better GWT unit testing,Java,,155
gnxi,gNXI Tools - gRPC Network Management/Operations Interface Tools,Python,"go,gnmi-protocol,gnmi-target,gnmi-client,gnoi,gnoi-client,gnoi-target",221
grafika,Grafika test app,Java,,5673
codemirror.dart,A Dart wrapper around the CodeMirror text editor.,Dart,,82
evergreen-checker,,Kotlin,,9
fscrypt,Go tool for managing Linux filesystem encryption,Go,"golang,cryptography,filesystem,argon2,pam-module,ext4-filesystem,filesystem-encryption",694
namebench,namebench,Go,,823
edward2,A simple probabilistic programming language.,Jupyter Notebook,"data-science,machine-learning,statistics,deep-learning,tensorflow,bayesian-methods,neural-networks",596
pprof-nodejs,pprof support for Node.js,JavaScript,,190
certtostore,Hardware Backed Keys and Certificate Store Management on Windows,Go,,44
patrick,Parameterized testing in R is kind of cool!,R,,87
zopfli,"Zopfli Compression Algorithm is a compression library programmed in C to perform very good, but slow, deflate or zlib compression.",C++,,3147
skywater-pdk-sky130-raw-data,Raw data collected about the SKY130 process technology.,Jupyter Notebook,"asic,eda,spice,ic,silicon,integrated-circuits,sky130",31
addlicense,A program which ensures source code files have copyright license headers by scanning directory patterns recursively,Go,"utility,license",534
fleetspeak-rs,A Fleetspeak connector library for the Rust programming language.,Rust,,5
generativemloncloud,,Python,,52
aiyprojects-deeplearn-tensorflow,A TensorFlow integration for deeplearn.js which allows to load tensorflow checkpoint files directly.,TypeScript,"deeplearnjs,tensorflow",38
tensorflow-tools,A collection of manipulation tools for TensorFlow data.,JavaScript,tensorflow,15
hugeml,,0,,5
coq-bpf,Coq BPF interpreter,Coq,,13
pinotify,,Java,,3
CallBuilder,Make a Java builder by defining one function.,Java,,100
catnip,Catnip Sandbox,Python,,25
yaricv32,,Verilog,,10
unigem-objective-c,"Unicode Gems, a Mac app, an iOS app, and an iOS keyboard for letter-like unicode.",Objective-C,"keyboard,unicode,xcode,custom-keyboard",22
speech_style_transfer,,HTML,,2
perf_api.dart,,Dart,,7
golden,,Go,,52
latency-benchmark,Tests web browser input latency and jank,C,,448
joint_vae,Code to build VAE models that are jointly conditioned.,OpenEdge ABL,"ml,vae,joint-vae",32
stumblybot,Simple robot that executes voice commands through Google Assistant.,Python,"google,assistant,marty,dialogflow,googleassistant,martyrobot",23
mt,"Modern, minimalist, minty-fresh terminal",C++,,48
cornerstoneWebImageLoader,"Cornerstone Image Loader for Web Images (PNG, JPEG)",JavaScript,,3
streamy-dart,,Dart,,60
dicomParser,JavaScript parser for DICOM Part 10 data,JavaScript,,5
vulkan-cpp-library,,C++,,250
bbcpu,,Verilog,,13
dev-on-chromeos-gce-setup,,Shell,,4
pbvi,,Python,,5
capture-thread,"Lock-free framework for loggers, tracers, and mockers in multithreaded C++ programs.",C++,"logging,multithreading,mocking,cpp11,tracing,lock-free,instrumentation",94
pblog,"Pblog is a small, low overhead, structured logging library",C,,24
text2text,,Python,,57
ce-open-data-set,,Apache-2.0,,6
voice-iot-maker-demo,Google Actions + Particle Photon (via Dialogflow),JavaScript,"google-cloud,particle-photon,particle,photon,google-home,actions-on-google,aiyprojects",67
terminal-app-function-keys,Terminal.app configuration handling Fn keys right,Python,,75
crx2app,,JavaScript,,19
concatenate.js,,JavaScript,,91
firmata.py,,Python,,20
sirius,sirius,0,,6
libkml,Reference implementation of OGC KML 2.2,C++,,86
geovelo,,JavaScript,,45
gfw-toolkit,Enterprise command-line scripts and samples for Google Apps Admin SDK.,Python,,29
googleapps-message-recall,,Python,,16
macops-MOMenu,MOMenu is a statusbar item with a plug-in architecture.,Objective-C,,46
dart2java,,Java,,56
param_runner,,Shell,,3
gde-speakersbureau,,JavaScript,,6
AppUpdateTrackerLib,,Java,,7
rustcxx,rustcxx: Using C++ from Rust made easy,Rust,,498
dualhttp,"Render your page with cached data, then fetch up-to-date data from server and update the page.",JavaScript,,20
go-webdav,,Go,,70
dorusu-js,This repository is no longer maintained. Please see https://github.com/grpc/grpc-node which is now aims to provide a pure js gRPC library as well.,JavaScript,,39
identity-toolkit-go-client,Google identity Toolkit client library for Go,Go,,56
dynamex-proto,,Protocol Buffer,,5
auto-common,,0,,4
auto-service,,0,,4
auto-factory,,0,,4
prudaq,PRUDAQ is an open source 40MSPS (megasamples per second) Data Acquisition board for the Beaglebone Black/Green,Eagle,,117
realtime-help,,Python,,19
pepper.js,Pepper applications as Native Client or JavaScript,JavaScript,,323
instant-hangouts,Easily add Google+ Hangouts to any web page.,JavaScript,,186
LiquidFunPaint,,Java,,154
easy-gwt-mock,An EasyMock-like Mocking Framework for Google Web Toolkit,Java,,12
gofountain,,Go,,95
VoltAir,,C++,,317
bzip2-rpc,Experiments in converting bzip2 API to be RPC-based,C,,12
gipfeli,,C++,,104
go-circuits,,Go,,14
rpki-mgmt,,Puppet,,4
anvil-build,A parallel build system and content pipeline,Python,,54
river,,0,,3
trix-auto-complete,Plugin for autocomplete using trix editor,JavaScript,,11
MAB,R package for Multi-Armed Bandit Simulation Study,R,multi-armed-bandit,35
idris-protobuf,A partial implementation of Protocol Buffers in Idris,Idris,,27
energysimulation,,Jupyter Notebook,,70
pyrios,,Go,,55
thread-weaver,A Java framework for testing multithreaded code.,Java,,295
cwd_jmp,,Shell,,6
kratu,,JavaScript,,283
codeu_coding_assessment_b_2017,This project allows students to demonstrate their coding skills by implementing a component of a larger system.,Java,,7
coverage,,Emacs Lisp,,24
jscin,Automatically exported from code.google.com/p/jscin,JavaScript,,35
ts-gulp,,0,,2
git-annex-external-gcs,,0,,3
makerspace-emonth,,KiCad Layout,,6
paper-gui,A clone of dat.GUI using nice Polymer paper elements.,HTML,"library,gui,polymer",44
testrunner-rosemary,,Java,,2
spline,A sample app that demonstrates Android's data binding library in the context of a vector drawing application.,Java,,24
creatism,,HTML,,27
mockable_filesystem.dart,Utility library that can be used to write code that can in turn be tested with mocked files and directories.,Dart,,10
okay,,Go,,20
metaserver,EC2/NoColud-compatible metadata server,Go,"grpc-service,cloud-init,picoprod,ec2-metadata,nocloud",6
microdhcpd,DHCP server that talks GRPC,Go,"dhcp-server,grpc-service,dhcpd,picoprod",12
pubkeystore,SSH Pubkey Registry,Go,"grpc,ssh-key,grpc-service,picoprod",20
unimorph,,HTML,,19
GL-Shader-Validator,,Python,,38
light-my-piano,Teaches you to play the piano by lighting up the piano key you need to press,Python,,78
grr_go_client,,Go,,3
fury,,Go,,31
dcm-video-uploader,Python script to upload video creatives to DCM. The script creates the necessary structure under a provided DCM placement to target each video to a different geo location. One use case is creating dynamic video campaigns,Python,,7
TouchTime,Tells the time through vibration patterns on an Android smartwatch.,Java,,37
uniflow-polymer,UniFlow for Polymer,HTML,"polymer,mixins,unidirectional-data-flow",167
rally,,Java,,34
teknowledge,A basic CS curriculum for coding in Python.,Python,"science,computer,cs,cs-education,curriculum",26
clerk,Clerk is an open-source IPFIX generator using https://github.com/google/testimony for packet sniffing,C++,,34
ahdlc,,C,,11
aperture_supervision,,Python,,28
YetAnotherChatApp,,Java,,8
grittibanzli,,C++,,21
ds-trix-addon,,JavaScript,,13
hat-backup,Backend-agnostic snapshotting backup system,Rust,,251
angular-sticky-element,,TypeScript,,20
vae-seq,Variational Auto-Encoders in a Sequential Setting.,Python,"machine-learning,rnn,vae,generative-models,sequential-models",156
cloud-cup,,JavaScript,,21
cloud-cup-android,Firebase Android client of the a multi device game,Java,,47
fest,,Apache-2.0,,8
decoupled_gaussian_process,,Python,,18
safevarargs,,,,5
opentest,,0,,2
encrypted-bigquery-client,An experimental version of the BQ client which adds client-side encryption,Python,,170
rbe-integration-test,,Python,,4
chained-promise,Functional programming tools for recurring promises,TypeScript,,52
